tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
2.20860409,4.118753763,9.155129462,5.549178659,4.161442443,-1.760935417,-0.60343875,-1.797068276,0.231274249,0.570727854,0.896285963,0.156000748,0.018905722
1.913213979,2.075289431,9.783764834,4.613665889,4.053153307,-1.57423297,-1.878330053,-0.600590284,0.193011361,0.386570936,0.613716522,0.834385406,-0.002884343
4.851067855,6.433438397,8.370851265,0.577057213,3.970160103,-1.533282438,-0.97951773,-1.457359934,0.976273597,0.764920292,0.390748056,0.293938219,0.04563726
4.792305978,2.920700425,3.154475422,7.468890309,2.5914374,-0.610964136,-1.047535802,-0.932937463,0.39462435,0.360882469,0.489097068,0.432442674,-0.003781016
5.35940543,4.411818222,6.689338117,9.94332124,3.407650288,-0.85930445,-1.228466464,-1.319879374,0.602310843,0.919977485,0.462335931,0.533973432,0.059555889
3.360141658,5.32208335,7.702879404,0.666114821,3.705903262,-1.82241085,-1.041558719,-0.841933693,0.377035783,0.749450597,0.904645853,0.302146216,0.034587596
4.215144219,2.687391994,3.666560655,5.807767251,3.359570481,-1.089845283,-0.789069419,-1.480655778,0.792238775,0.913486498,0.461387661,0.721853911,0.07291686
6.272494501,2.873293513,8.390792575,3.065602699,4.872213626,-1.442975052,-1.886763094,-1.54247548,0.455172293,0.546527969,0.848136716,0.419497578,0.032590075
5.415594141,7.328841869,1.880598836,2.711995333,4.986599477,-1.699342027,-1.724266774,-1.562990676,0.676422223,0.513418704,0.69291328,0.751074165,0.024726654
1.884137794,0.756465265,3.767155724,3.607218476,3.890974627,-0.674534589,-1.813166939,-1.403273099,0.640857188,0.655956406,0.711444208,0.890664564,0.026709975
5.238641053,3.810419454,9.510215739,4.584359747,4.603880044,-1.063905717,-1.960924379,-1.579049948,0.392552864,0.591849304,0.470074085,0.536810702,0.025278886
1.335626188,4.372564988,5.832351508,5.222294414,3.509203523,-1.625897194,-1.252041009,-0.63126532,0.696812323,0.223840876,0.68532763,0.195399104,-0.01967559
2.223325799,6.548884026,3.682008399,5.960956641,2.632210163,-0.528464685,-1.334912676,-0.768832802,0.388276229,0.744263778,0.404509914,0.063345974,-0.004341461
2.074453785,3.835372737,8.124275362,4.54867448,5.218395031,-1.353673648,-1.940818079,-1.923903304,0.993821033,0.779099333,0.3541622,0.096723547,-0.013370946
7.311259263,3.954205376,8.997400082,2.161757317,2.896104452,-0.929422714,-1.060801967,-0.90587977,0.95199446,0.219433293,0.847772311,0.224458996,0.05212271
5.441139554,8.548708043,9.640651282,5.831545273,3.377089972,-0.548255123,-1.178139943,-1.650694907,0.731078744,0.418417005,0.542051342,0.633542627,0.061513772
2.931782885,5.900331511,7.041214016,9.895178049,3.076256211,-0.749643781,-0.582389023,-1.744223407,0.963936878,0.814690405,0.135487037,0.087357409,0.016301714
1.404766262,2.573784417,5.285836118,9.2645267,2.11941579,-0.588689442,-0.939176289,-0.591550059,0.657538949,0.530694549,0.221353714,0.703145349,-0.01485742
8.158399369,8.293276831,4.681592926,1.367777523,3.401609348,-1.222046336,-0.950436131,-1.22912688,0.117521463,0.82300061,0.537996287,0.121866037,0.01782106
5.389131408,2.417323446,5.753113805,7.506842707,4.549410934,-1.652300641,-1.822210886,-1.074899407,0.692629748,0.23183824,0.372094131,0.980695977,0.057472369
6.181677389,7.761707163,3.27795086,2.211960156,2.829511831,-0.827386827,-1.416196717,-0.585928287,0.490934868,0.633241142,0.72587243,0.450276883,0.02762718
6.55637436,5.591669274,4.371794618,3.939635703,4.695125552,-1.702317925,-1.406557417,-1.58625021,0.540497118,0.261828702,0.084366505,0.55280193,0.004640324
5.320568296,8.716403883,1.536095474,3.678266017,4.493076424,-0.975992832,-1.685787344,-1.831296248,0.559361362,0.314926567,0.515460059,0.762985354,0.002470203
3.04725759,0.733106557,1.574854007,4.188404113,3.602597173,-0.718642097,-1.159965979,-1.723989097,0.846366168,0.060255982,0.668834337,0.070562104,-0.04913434
6.005069459,9.173304295,0.63529197,8.566684279,4.009751052,-1.437920958,-1.123195832,-1.448634261,0.490461014,0.625650159,0.852326903,0.712170191,0.019875604
7.664580378,2.357752965,5.755309249,9.940780499,3.900433195,-0.651358803,-1.259096976,-1.989977415,0.900540536,0.521820222,0.890948297,0.247606816,0.05487026
7.629962903,5.929144987,4.534575467,4.825761292,2.12988727,-0.925989063,-0.572475417,-0.63142279,0.368018173,0.72192587,0.277488137,0.573081165,0.044742656
8.278704709,2.474805479,7.844402694,7.866478555,3.593966869,-0.728184059,-0.982134233,-1.883648577,0.677989329,0.823651088,0.200458882,0.054321978,-0.00237969
5.472513593,8.263004954,7.809799816,2.464276961,3.43784606,-1.467538793,-0.852309215,-1.117998052,0.070199224,0.804962719,0.25560653,0.355485607,0.010522202
0.923391489,4.314967557,6.120845442,1.269130444,4.53855588,-1.682440985,-1.41270405,-1.443410845,0.153558836,0.590085899,0.314436694,0.933402478,-0.033975849
2.359878043,5.503756442,8.615117577,4.264914776,4.558006676,-1.915348251,-1.249471863,-1.393186561,0.772995466,0.070477612,0.380978001,0.418456047,-0.018070463
5.079352445,4.187093637,9.104763724,6.856252836,4.823940148,-1.113394797,-1.807771817,-1.902773534,0.321493922,0.637635648,0.435183212,0.143305117,0.008189698
5.566120002,7.509150538,5.036614637,4.819160983,2.338424618,-0.574873673,-0.958586662,-0.804964283,0.128447981,0.936271613,0.19844583,0.093601805,0.016073706
2.999504467,4.278899516,5.550017989,9.418110475,4.391602302,-1.858827628,-0.899965499,-1.632809175,0.159529127,0.855998091,0.919091846,0.525140456,0.053461047
8.848573839,9.969297419,8.688210687,1.164480287,3.96534584,-1.495647401,-1.640157712,-0.829540727,0.076300128,0.24569174,0.960573693,0.741149949,0.003933858
2.915960008,4.504937461,6.476080754,2.141782546,3.752819761,-1.637566833,-0.732338762,-1.382914166,0.122151182,0.527649532,0.726915697,0.074029288,0.002579183
5.968790673,6.631400076,0.929713607,7.581164072,2.953425965,-0.908145751,-0.601611757,-1.443668457,0.79599493,0.227435135,0.261540261,0.830746892,0.042702525
2.017717313,4.088542965,8.190833491,5.915414519,2.987739246,-0.706902985,-0.696274219,-1.584562042,0.20341979,0.178820392,0.735508772,0.383836951,0.009695971
6.673819273,5.335544507,4.066901317,1.958922216,2.913873405,-1.049228485,-1.354934479,-0.509710442,0.660825791,0.679265464,0.788007503,0.087222363,0.051623906
3.781821333,6.958464221,9.534040515,4.360421431,3.108559588,-1.526663202,-0.61152339,-0.970372995,0.547499911,0.275347749,0.977965974,0.516395776,0.044039349
2.349302336,7.466760225,0.560385977,3.663984199,5.082683533,-1.727374916,-1.727236533,-1.628072083,0.196556114,0.895618123,0.476498243,0.946786832,0.009012131
6.487352994,9.65074871,3.180333602,1.417814183,4.083304675,-1.713229184,-1.087868107,-1.282207383,0.469462592,0.468638293,0.487089346,0.658817759,-0.018719941
6.156746052,1.713466673,2.196966784,6.580517302,4.533979481,-1.740120925,-1.6021384,-1.191720156,0.715769418,0.200452482,0.148236178,0.147493759,-0.027583614
5.50505019,3.842915936,8.647287106,4.170024818,4.179518654,-0.718131175,-1.562960453,-1.898427025,0.978882098,0.931843782,0.928168803,0.283299096,0.081002385
0.570789607,9.649479282,9.616186583,9.143286076,2.410477566,-0.677551548,-1.069771616,-0.663154401,0.089051258,0.885932916,0.237417207,0.746100154,0.05142927
3.198395068,2.72453577,5.561735534,6.74915817,3.840353649,-1.025325632,-0.975753704,-1.839274313,0.705793492,0.061484249,0.655528765,0.716620874,0.041151553
3.846746718,9.954911985,5.680689118,9.822489677,4.625626349,-1.780675622,-1.270789358,-1.574161369,0.647504265,0.352701056,0.854169141,0.969031203,0.064828669
5.468928478,7.024552427,3.329559392,1.897086255,2.795591234,-0.926502218,-0.689472938,-1.179616078,0.097429385,0.560858492,0.051761454,0.195165455,-0.027216164
6.525525221,9.50803736,2.105426253,4.608782296,5.6554874,-1.813230778,-1.848442389,-1.993814233,0.541402091,0.356416359,0.240625852,0.640548238,0.016158467
6.045319787,4.222282447,5.849142763,8.797892275,5.16641434,-1.821551531,-1.816952968,-1.527909841,0.387446698,0.327032894,0.534089689,0.59389859,0.038392449
5.212215581,2.041618525,0.766810596,2.771719997,4.612157123,-0.880846988,-1.94228244,-1.789027696,0.3309261,0.91440657,0.723723859,0.17063432,-0.024491672
9.616134485,1.850788217,1.437987855,4.956588571,3.644795435,-1.200745848,-1.404151398,-1.03989819,0.873333124,0.750578428,0.250872313,0.645749011,-0.001499894
2.305872302,5.876748147,1.935530284,6.990340723,4.483725215,-1.501736481,-1.185877231,-1.796111503,0.90309509,0.170061597,0.389002764,0.183933199,-0.01264521
6.232063729,7.428848191,2.509124671,3.462297173,4.540531085,-1.792026106,-0.826311367,-1.922193612,0.676690895,0.240395101,0.614767156,0.134572721,-0.001453341
7.15973412,0.690352803,7.605426831,6.688075975,3.99357293,-0.988489482,-1.888237237,-1.116846212,0.725685382,0.374974009,0.509747285,0.826091085,0.050985077
2.400602958,1.04877325,2.028225341,6.556790419,3.55594631,-1.120335884,-0.555780374,-1.879830053,0.666720434,0.148319344,0.416112566,0.267458597,-0.021603107
4.234910271,8.624631335,9.325418114,2.776729205,3.748749378,-1.333137807,-1.642490074,-0.773121497,0.826529096,0.659754279,0.774936359,0.537111219,0.052633913
0.620145471,7.469850396,2.201766591,9.96616338,3.211813791,-1.125836651,-0.523335776,-1.562641364,0.363938543,0.162562119,0.062808351,0.951272659,0.000202967
9.352208944,1.465024456,0.613477581,8.850296037,2.594382728,-1.354616891,-0.592340149,-0.647425688,0.789481466,0.642999514,0.232358829,0.116753804,-0.026476669
7.968510259,7.445568753,7.82471979,5.821059663,4.40034357,-1.75619713,-0.908575031,-1.73557141,0.861771158,0.19017973,0.889382289,0.992311282,0.091436664
8.811229629,2.639960042,8.984658622,7.596304524,4.410121989,-1.61671423,-1.953508638,-0.83989912,0.774586538,0.741908303,0.709851292,0.263125986,0.047429858
7.472336295,5.600055471,6.533329732,2.854363952,3.565166307,-1.679562319,-1.343896763,-0.541707225,0.096185499,0.291330857,0.706373922,0.873707649,0.021254225
1.043686252,8.646379172,2.854349579,3.459834616,3.793515691,-0.753578281,-1.180919139,-1.859018271,0.299894169,0.291741925,0.063105492,0.678133975,-0.040939046
6.406799477,6.878138557,4.918682088,3.189001733,3.986362548,-1.096240212,-0.980002915,-1.910119421,0.360754019,0.094491703,0.554899908,0.601971993,0.005617928
9.582105599,5.187956688,4.721079971,5.086513974,3.158392259,-0.578574288,-1.54220689,-1.037611081,0.119343605,0.929896876,0.424455402,0.344730937,0.033069967
2.776902685,6.09762997,1.603228216,1.135908938,5.024640097,-1.945761314,-1.392410192,-1.686468591,0.314305735,0.571684729,0.897028726,0.481863491,-0.053288099
3.984675118,9.91551286,3.379251009,0.517388728,3.015423512,-1.40774677,-0.946053841,-0.661622901,0.667763907,0.190251699,0.286977846,0.303387627,-0.055034794
8.277064869,6.735490452,8.718202783,8.262460012,5.179299387,-1.344825632,-1.974967766,-1.859505989,0.467703306,0.705793306,0.604072893,0.4996868,0.069280538
7.842508323,5.816588734,9.026919632,8.397731099,4.257215473,-1.187641029,-1.523311328,-1.546263115,0.151824496,0.456089521,0.268977912,0.762409589,0.038205106
6.578111259,8.622058478,6.711654896,6.109674125,3.526501171,-0.934454334,-1.836760894,-0.755285944,0.556147333,0.725278509,0.551843593,0.553713708,0.072230901
0.707228594,7.089459952,3.003195119,8.253802434,3.975067799,-1.382535977,-1.511724519,-1.080807303,0.779183368,0.405136225,0.363471318,0.499314198,-0.032605508
7.670196442,2.7968333,1.834875862,3.539977698,3.405071377,-1.29576798,-0.650836376,-1.458467021,0.27786234,0.186487023,0.486157662,0.735659159,-0.043859757
7.013667489,6.66184579,5.831864346,7.997996383,4.491001395,-0.836838228,-1.94302123,-1.711141937,0.259772722,0.523055833,0.647996415,0.143678444,0.031655592
7.671825078,3.540598872,4.154733949,4.799804446,4.835134895,-1.32657191,-1.559253598,-1.949309387,0.6014481,0.172149668,0.300069402,0.135857141,-0.011634986
8.558795156,4.87877425,8.454183038,1.280602835,3.513416724,-1.223877922,-0.653323267,-1.636215535,0.268705178,0.75392249,0.346804249,0.99717155,-0.014027229
8.418494308,3.845323624,5.118369104,1.80590164,2.611315513,-1.137256129,-0.755267936,-0.718791449,0.686880268,0.611025144,0.397316254,0.921493994,0.01211947
5.93602898,1.907731638,9.336081209,1.988639551,4.43378202,-1.692128274,-1.324150111,-1.417503636,0.452765631,0.24398829,0.882208431,0.159554602,0.014559628
5.62637618,5.803252019,5.230449855,8.119492674,4.120467598,-1.103799409,-1.244090354,-1.772577835,0.379382437,0.791034633,0.665407979,0.129072633,0.049652631
3.447152486,6.323630226,1.738456648,2.910018494,4.288653504,-1.239717169,-1.157863792,-1.891072544,0.908763876,0.380288134,0.304712122,0.313603287,-0.004999406
8.754368063,2.82226296,2.978747428,4.246674096,3.781320399,-1.39740167,-1.543289646,-0.840629083,0.345463642,0.682039665,0.329776923,0.131876136,-0.04171119
8.730583082,4.711404581,7.902930464,9.205380697,2.676046657,-0.510843933,-0.568795404,-1.596407321,0.689319138,0.528094174,0.782172816,0.997118936,0.086750913
4.29304533,1.260429049,8.46931738,1.6571808,3.415421623,-1.894538904,-0.613153013,-0.907729706,0.344952701,0.077382325,0.733615966,0.908617009,-0.024479532
7.152007038,3.469143235,5.664233474,5.255042412,3.537771061,-1.189700249,-1.748871932,-0.599198881,0.337338751,0.73035711,0.140685821,0.063628409,-0.025989636
3.217162335,5.377293534,4.188585196,8.686519171,3.546889809,-0.518982485,-1.991381058,-1.036526265,0.958345601,0.866016181,0.751189072,0.423262966,0.07269339
8.013823858,2.947677139,3.433458079,1.861393181,3.510186828,-1.47576393,-1.295594804,-0.738828094,0.161017712,0.256581092,0.136364055,0.5099187,-0.044242138
7.166862702,3.659723857,5.437710919,3.225917548,4.610088579,-1.837593599,-0.833068417,-1.939426563,0.485295287,0.075225334,0.631847766,0.694331486,0.024023034
1.178539416,1.706846232,8.629249359,9.249965605,5.224727487,-1.537942059,-1.9482449,-1.738540528,0.21760745,0.709992568,0.644036731,0.616178684,0.003787806
6.944004503,5.514893542,8.087572735,9.87354277,4.019988342,-0.869345237,-1.809208917,-1.341434188,0.327709003,0.790868378,0.132620052,0.329756322,0.026003773
9.4309867,8.031368347,2.361312558,6.151207908,3.643684415,-0.992137369,-0.7591103,-1.892436746,0.978436803,0.372903444,0.853425443,0.615602271,0.048748312
0.679349684,2.126664715,2.642845087,5.812092306,5.282825158,-1.799826254,-1.883746921,-1.599251984,0.257965439,0.628139848,0.249672422,0.082192675,-0.029039786
9.608503055,9.715520021,4.183906686,4.462394295,2.960167707,-0.535632588,-0.545063872,-1.879471246,0.180917293,0.148475868,0.490886043,0.18642689,-0.037938807
0.946616891,6.209609768,4.630019833,0.726987937,2.751546394,-0.937623898,-1.018807492,-0.795115004,0.709346027,0.447561662,0.370426276,0.681589364,-0.041444426
3.807121301,5.992490415,5.379338988,2.905468126,3.971504917,-1.021634377,-1.575557018,-1.374313522,0.116751166,0.235800727,0.364408819,0.709367663,-0.023303471
9.793461873,8.067940657,7.34824411,0.932405117,4.510943196,-1.324015544,-1.844321518,-1.342606135,0.415752819,0.281650684,0.299374306,0.90556376,-0.028466769
1.442295633,1.225355928,3.951289034,7.995452578,4.011031938,-1.648165621,-0.620337417,-1.7425289,0.965078864,0.75046848,0.338482462,0.067376117,-0.025646933
4.438354265,6.91670513,1.596514339,8.072474014,4.412500487,-1.897631841,-1.570255248,-0.944613398,0.574070802,0.26763216,0.456474035,0.156353924,-0.029801141
7.887232494,5.835711957,5.871383925,7.24279892,2.415330862,-0.640760156,-1.270157779,-0.504412927,0.424555039,0.188771077,0.724159121,0.470315163,0.04516449
4.580601964,6.17385375,0.748283625,7.11713002,3.57072015,-1.782077093,-1.189872837,-0.59877022,0.789765875,0.26332872,0.437064812,0.467381393,0.005958297
2.326086667,5.455078597,3.212288506,3.094196269,4.602363558,-1.303408687,-1.564804549,-1.734150322,0.707532106,0.377174072,0.448379958,0.351692201,-0.009802137
1.566853587,3.407158113,1.153556452,0.566478028,3.829488947,-1.110950295,-1.919009396,-0.799529256,0.476142309,0.890219038,0.833443698,0.863238178,-0.033470477
8.485315037,7.468451587,1.532567613,9.661525607,4.351610707,-1.524584859,-0.855276923,-1.971748925,0.698437744,0.63508743,0.355775198,0.219101407,0.030930629
2.045967484,2.766098791,5.359656056,5.076072061,4.864915136,-1.917314513,-0.959985993,-1.98761463,0.874373601,0.796851823,0.133126646,0.308609062,-0.010599192
3.593904256,1.391915839,3.112406434,1.866253541,3.391499605,-0.676195697,-1.553300342,-1.162003566,0.271066298,0.595835367,0.783956448,0.365432758,-0.032933498
3.879770552,6.384117402,1.362199193,9.720935488,3.582358315,-1.378457569,-1.008836594,-1.195064152,0.835323852,0.596304769,0.06198752,0.287145678,0.012420032
3.517915087,2.170026623,1.924725837,6.140936825,5.084403182,-1.802879796,-1.798931795,-1.482591591,0.394707663,0.928815847,0.828127572,0.126237802,-0.014753774
2.923287703,2.701239726,3.411636948,0.841633893,3.982500331,-1.527844458,-0.950187025,-1.504468847,0.099128816,0.570666568,0.540001154,0.249425708,-0.039289313
4.862602516,4.976173921,9.137764922,5.093809154,4.517653507,-1.121706115,-1.805879847,-1.590067545,0.097875304,0.428371633,0.655701762,0.201075215,0.010258328
1.170536358,6.931546419,5.303964971,4.849532192,4.355776673,-1.102139689,-1.736997277,-1.516639707,0.178767207,0.377238299,0.938574339,0.990253351,0.06357855
4.157247438,0.566917396,7.481341349,3.098552607,3.539347278,-1.341907842,-0.671844194,-1.525595243,0.663575755,0.758243338,0.425387277,0.127695451,-0.041029699
3.046524569,9.516872622,9.610733399,2.736923013,3.081107461,-0.846550723,-1.010347112,-1.224209626,0.092658292,0.682231426,0.052510985,0.576096999,-0.015558536
9.118908885,2.935250597,0.628533079,7.343151584,3.380199653,-0.713043142,-0.931449317,-1.735707195,0.536618453,0.735528466,0.80853031,0.707790704,-0.007207631
6.03269455,0.85320772,4.202325994,1.521838624,4.202010635,-1.304417582,-1.612722366,-1.284870687,0.494233464,0.461654965,0.75758036,0.702043196,-0.015977651
9.446259805,2.377829972,1.969910516,5.340044451,2.56612814,-0.568647029,-0.981560109,-1.015921001,0.711751925,0.501831552,0.669675107,0.625228925,-0.000203819
3.254294596,6.096406524,3.193023978,8.709321319,4.819292627,-1.91634723,-1.743884551,-1.159060845,0.458575569,0.386907442,0.068350888,0.713218969,0.013450663
1.162022653,4.835305905,8.048148138,2.051364559,3.060109564,-0.73910511,-1.72996524,-0.591039213,0.695367015,0.326067698,0.91075315,0.967166886,-0.013242901
1.797705291,8.427142216,6.293863433,0.915030969,2.572744236,-1.487479735,-0.554875946,-0.530388555,0.598826632,0.524398968,0.805449608,0.658140792,-0.007705574
4.055062015,0.593714522,9.240600441,9.547499171,4.162822905,-1.775046781,-1.031192787,-1.356583337,0.505578008,0.469616944,0.621539204,0.104891163,-0.023205477
5.926484549,3.949100097,8.385320516,1.781218645,4.397848067,-1.626557548,-0.925507414,-1.845783105,0.991830608,0.153432482,0.901559493,0.055130881,0.052153352
2.053928002,8.508131496,4.016660946,7.326634332,3.041123315,-1.095352383,-0.989356223,-0.956414709,0.230609667,0.872356755,0.847995698,0.968899727,0.070565001
2.357449831,6.440063134,2.792455246,4.722059692,4.241805292,-1.873129935,-0.558640557,-1.810034799,0.063550748,0.158154296,0.82748945,0.242139688,-0.029972714
4.206653328,2.805511691,6.345419834,0.939890486,4.145649618,-1.027981366,-1.763773959,-1.353894294,0.904869388,0.528187505,0.96611664,0.888155716,0.042928557
2.975965917,9.737738993,1.597333739,5.631385928,3.641330403,-1.416571072,-0.652428217,-1.572331113,0.199727331,0.247982805,0.479498342,0.900509252,-0.010002269
7.554520419,6.867115312,5.02960325,1.601972795,3.077488805,-0.608610551,-1.073140644,-1.395737609,0.190025404,0.111195829,0.81370117,0.281957376,-0.017126109
5.711985033,8.16951312,6.379392206,5.910512333,3.398308289,-0.764554289,-1.716754185,-0.916999815,0.370681503,0.591678813,0.2096542,0.649705026,0.044415208
9.387919655,0.60384086,2.857308915,9.30223383,2.651149565,-0.705883665,-0.801986842,-1.143279057,0.421716221,0.503087864,0.8484283,0.116022384,-0.039022724
4.118316742,8.222864071,1.314720926,7.100392565,3.526417907,-0.808945289,-0.86140479,-1.856067828,0.442431355,0.438439297,0.428997178,0.273639067,-0.01762209
2.683228127,3.444816552,1.710849811,0.612181233,3.557335486,-0.817507117,-1.830066599,-0.90976177,0.135459719,0.268277739,0.752640152,0.884328421,-0.053397911
5.40539932,5.078193259,4.273548945,5.082681476,3.613580273,-1.124718714,-1.822650906,-0.666210654,0.977546284,0.714628586,0.465931067,0.728887628,0.094268335
8.01793553,0.923937258,9.406149726,9.668184013,2.553727102,-0.871428564,-0.532566404,-1.149732133,0.829099726,0.542300297,0.958324813,0.88899174,0.066848008
5.628200152,2.502766187,5.580066578,1.648732444,3.078558801,-0.589209289,-0.811357713,-1.677991799,0.052893979,0.964319248,0.204578894,0.99484425,-0.02168284
1.394180613,2.686741068,3.598454084,3.598001507,3.752201502,-1.704570846,-1.405722374,-0.641908283,0.955059771,0.317270253,0.376684748,0.480996168,-0.017024
2.835650828,0.921784016,1.572900942,2.969481152,3.248889294,-0.791120311,-0.731720823,-1.72604816,0.318026119,0.977338554,0.407562376,0.062602942,-0.062558619
0.634052195,7.41802608,4.540508723,7.707225456,2.948176489,-0.853522818,-0.725319833,-1.369333838,0.820800282,0.714027928,0.903366484,0.109063241,0.002715408
4.00941282,3.756149956,5.868289769,5.730111228,3.830748275,-1.38623353,-1.442481431,-1.002033315,0.072537549,0.617749759,0.424954544,0.696137693,0.030786258
1.940145112,4.785178588,6.483399221,4.510864799,4.15795337,-1.875868678,-0.987389348,-1.294695343,0.973226045,0.681599718,0.810952159,0.26567688,0.044370103
3.440251402,9.036706881,0.836062413,5.535533081,5.561595939,-1.760062518,-1.976124574,-1.825408847,0.162930046,0.691472377,0.649478053,0.482587637,-0.013775076
4.562159077,1.396602505,4.545186235,5.391473281,4.763009203,-1.49524301,-1.574126578,-1.693639615,0.456907271,0.124259044,0.581714299,0.34754225,-0.000305962
5.104630367,2.926119002,2.15953672,6.945543365,2.238365497,-0.591358417,-0.544533172,-1.102473909,0.302617459,0.574915413,0.631141004,0.244888736,-0.024332951
3.543854285,5.576766938,8.1462079,4.447268434,2.863800738,-0.699738727,-1.108799653,-1.055262359,0.583051257,0.431203518,0.588967203,0.374169041,0.031594881
7.522635763,2.983074806,6.582171153,5.670829577,4.793374995,-1.625017569,-1.240327791,-1.928029636,0.73578251,0.617294929,0.425049815,0.368090871,0.042832029
6.889873899,9.250092071,4.569270951,1.000059591,3.658897398,-1.832494395,-1.131263234,-0.695139769,0.564707956,0.821599853,0.497382318,0.592617332,0.025235279
0.936214038,6.581959478,2.732724898,9.460626522,3.797006906,-1.369987679,-1.775579102,-0.651440125,0.594142253,0.758393714,0.950939878,0.93849101,0.022796984
6.443408321,1.735911275,7.595557445,0.868357026,2.694674759,-0.609773683,-1.482106962,-0.602794113,0.353721731,0.445051755,0.592225677,0.080631497,-0.017256176
8.833716597,5.060274531,3.984483508,8.747608184,3.574166621,-1.601477621,-1.301908659,-0.670780342,0.84486753,0.937648782,0.953289782,0.491574512,0.081459028
3.767974453,2.901905914,2.12430308,5.479737943,5.798273137,-1.919000771,-1.977522022,-1.901750343,0.173734278,0.737353704,0.62277184,0.381507563,-0.012538829
9.821647994,7.581734655,0.730310516,1.065897791,3.078217671,-0.926323696,-1.532852349,-0.619041625,0.975664157,0.77533937,0.211788808,0.699776719,0.018840383
2.179524058,4.512832672,0.636050845,2.707628406,3.80551977,-1.132343373,-1.662330956,-1.010845441,0.768772461,0.069510412,0.239077796,0.889208163,-0.026587117
2.228497203,6.922903084,9.420081325,7.024409337,4.099972925,-1.995562536,-0.801448029,-1.30296236,0.648787976,0.771129281,0.200912121,0.225314332,0.0098125
5.592550834,3.296718454,5.296318025,7.833562773,4.212030922,-1.03978174,-1.76293336,-1.409315822,0.672274516,0.417676599,0.298018603,0.527215606,0.035347437
8.309857826,9.912268238,7.244931899,2.866097222,3.766522461,-1.273130421,-0.902454982,-1.590937058,0.953957899,0.536800732,0.416680069,0.730962257,0.055557452
9.253893857,7.266987031,6.169067406,2.527283767,3.424058681,-1.160856765,-1.633460468,-0.629741448,0.085903601,0.745340309,0.892487705,0.76969062,0.050293316
8.633963029,7.984420585,2.851998305,5.033397143,4.616044012,-1.35413677,-1.845541113,-1.416366129,0.118837456,0.612041746,0.300713402,0.996915208,0.037099211
0.70952373,3.517957786,5.139330961,8.209518143,4.090859622,-0.918795609,-1.899173269,-1.272890745,0.266681283,0.277847076,0.909478764,0.332021091,0.000428028
2.769290989,9.624633102,1.957857933,8.667864708,2.375713729,-0.752313914,-0.884601646,-0.738798169,0.835682866,0.511188256,0.735868924,0.887888161,0.018003381
7.171284392,1.144137211,4.7468657,6.258273211,2.860338777,-1.174261041,-0.9408574,-0.745220336,0.108822826,0.311327342,0.667948945,0.780333349,0.01834139
4.569933827,0.533081753,3.926598348,9.089225783,3.326030973,-0.996400209,-1.530824591,-0.798806173,0.691333243,0.859477149,0.562778826,0.849290025,6.69E-05
8.264129822,7.395621015,9.579139868,7.926605162,3.684381989,-1.763303276,-1.276489059,-0.644589655,0.314833888,0.565644661,0.480233307,0.202686005,0.037895899
2.051661301,1.407398795,2.38688787,5.345137032,4.356984424,-1.581037443,-1.686773499,-1.089173482,0.649211235,0.79814019,0.242602971,0.664172434,-0.025318339
5.86926754,2.545432786,4.816492823,8.165955778,3.137828743,-1.145147186,-1.074046112,-0.918635445,0.992398963,0.400026427,0.956626261,0.983157637,0.091253318
3.257491429,4.808548508,9.105849056,1.974746644,3.973587125,-1.749810816,-1.165046348,-1.058729961,0.278259684,0.459401107,0.380370963,0.14400464,-0.024014179
4.164993262,4.272798471,2.670497759,7.429698873,2.881203523,-0.524018132,-0.57486904,-1.782316351,0.539714421,0.958762016,0.456750715,0.369762752,0.042769215
8.238759002,7.039799481,4.143752811,2.571613846,3.871986749,-1.687455404,-1.12817845,-1.056352895,0.367908538,0.753655459,0.741820265,0.817634517,0.047930571
4.252038919,2.723161357,9.810589193,2.231937829,3.576438446,-1.037811566,-1.435250533,-1.103376346,0.838570824,0.531909897,0.570139198,0.236536124,-0.003685027
6.766366893,1.670069283,4.922295497,9.133088107,3.667276773,-1.412686128,-0.813956921,-1.440633724,0.305140932,0.946254313,0.269773619,0.798782073,0.003717072
5.208672644,4.989823001,8.607663478,2.124116716,3.922143753,-1.544806568,-0.832406085,-1.5449311,0.878613789,0.964800212,0.170177782,0.543069907,0.055380588
9.384983306,4.196717522,1.76881703,3.13020072,3.671733763,-1.813879479,-0.709276703,-1.148577581,0.767826961,0.379965987,0.830756913,0.771085425,-0.015370965
1.477747509,3.667591195,5.515103761,6.874551273,2.653912446,-1.303596165,-0.567148119,-0.783168162,0.940480995,0.201047839,0.796572164,0.054649766,-0.02473456
5.630377429,1.768830535,1.429341123,9.296484834,2.950039411,-1.296402152,-1.058917842,-0.594719417,0.790344801,0.912660726,0.093532554,0.184702232,-0.019369746
8.699056459,8.937671489,9.165274558,1.456038773,2.283900084,-0.601189907,-0.874365419,-0.808344758,0.863104405,0.748401173,0.916095235,0.7673941,0.063259506
1.420114037,2.516742889,8.747720312,8.693267339,4.868402633,-1.823749427,-1.655401537,-1.389251668,0.477065861,0.845265583,0.313531031,0.588813533,-0.013566149
3.55431341,7.453457083,2.989603618,7.711790754,5.069052576,-1.920796622,-1.798101713,-1.350154241,0.279967134,0.091638934,0.443197124,0.406840354,-0.034162749
